datetime,symbol,open,high,low,close,volume
2010-07-19 09:15:00,NSE:INDIAVIX,18.9,19.719999,17.139999,19.24,0.0
2010-07-26 09:15:00,NSE:INDIAVIX,19.24,20.16,16.25,18.940001,0.0
2010-08-02 09:15:00,NSE:INDIAVIX,18.940001,19.26,15.83,17.370001,0.0
2010-08-09 09:15:00,NSE:INDIAVIX,17.370001,18.709999,15.87,16.74,0.0
2010-08-16 09:15:00,NSE:INDIAVIX,16.74,18.32,15.29,16.700001,0.0
2010-08-23 09:15:00,NSE:INDIAVIX,16.700001,19.629999,15.28,19.629999,0.0
2010-08-30 09:15:00,NSE:INDIAVIX,19.629999,19.629999,15.13,15.86,0.0
2010-09-06 09:15:00,NSE:INDIAVIX,15.86,16.32,14.35,15.92,0.0
2010-09-13 09:15:00,NSE:INDIAVIX,15.92,20.629999,14.88,19.49,0.0
2010-09-20 09:15:00,NSE:INDIAVIX,19.49,24.459999,17.85,21.709999,0.0
2010-09-27 09:15:00,NSE:INDIAVIX,21.709999,22.950001,18.799999,21.43,0.0
2010-10-04 09:15:00,NSE:INDIAVIX,21.43,23.01,19.33,21.4,0.0
2010-10-11 09:15:00,NSE:INDIAVIX,21.4,22.67,17.799999,22.65,0.0
2010-10-18 09:15:00,NSE:INDIAVIX,22.65,23.99,20.42,21.610001,0.0
2010-10-25 09:15:00,NSE:INDIAVIX,21.610001,22.040001,18.469999,20.76,0.0
2010-11-01 09:15:00,NSE:INDIAVIX,20.76,21.860001,17.709999,19.219999,0.0
2010-11-08 09:15:00,NSE:INDIAVIX,19.219999,22.41,16.379999,21.629999,0.0
2010-11-15 09:15:00,NSE:INDIAVIX,21.629999,22.82,17.52,21.6,0.0
2010-11-22 09:15:00,NSE:INDIAVIX,21.6,24.950001,19.4,22.58,0.0
2010-11-29 09:15:00,NSE:INDIAVIX,22.58,22.889999,17.139999,18.6,0.0
2010-12-06 09:15:00,NSE:INDIAVIX,18.6,23.01,17.459999,21.629999,0.0
2010-12-13 09:15:00,NSE:INDIAVIX,21.629999,23.719999,19.940001,20.24,0.0
2010-12-20 09:15:00,NSE:INDIAVIX,20.24,21.879999,17.620001,17.65,0.0
2010-12-27 09:15:00,NSE:INDIAVIX,17.65,18.83,16.34,16.559999,0.0
2011-01-03 09:15:00,NSE:INDIAVIX,16.559999,20.870001,15.28,20.82,0.0
2011-01-10 09:15:00,NSE:INDIAVIX,20.82,24.110001,19.610001,23.809999,0.0
