datetime,symbol,open,high,low,close,volume
2018-01-01 09:15:00,NSE:NIFTY,10533.75,10537.85,10516.35,10527.45,0.0
2018-01-01 11:15:00,NSE:NIFTY,10527.9,10534.2,10515.85,10516.0,0.0
2018-01-01 13:15:00,NSE:NIFTY,10515.65,10531.65,10423.1,10442.7,0.0
2018-01-01 15:15:00,NSE:NIFTY,10443.25,10443.25,10426.95,10432.45,0.0
2018-01-02 09:15:00,NSE:NIFTY,10479.2,10495.2,10409.65,10445.85,0.0
2018-01-02 11:15:00,NSE:NIFTY,10445.6,10454.8,10428.55,10436.75,0.0
2018-01-02 13:15:00,NSE:NIFTY,10436.8,10451.8,10404.65,10446.15,0.0
2018-01-02 15:15:00,NSE:NIFTY,10445.1,10447.2,10437.7,10439.55,0.0
2018-01-03 09:15:00,NSE:NIFTY,10485.5,10503.6,10460.55,10477.9,0.0
2018-01-03 11:15:00,NSE:NIFTY,10477.8,10486.8,10454.65,10467.55,0.0
2018-01-03 13:15:00,NSE:NIFTY,10467.65,10476.6,10429.55,10440.4,0.0
2018-01-03 15:15:00,NSE:NIFTY,10440.65,10446.85,10439.55,10446.75,0.0
2018-01-04 09:15:00,NSE:NIFTY,10469.5,10470.1,10441.45,10457.15,0.0
2018-01-04 11:15:00,NSE:NIFTY,10457.35,10478.7,10455.2,10474.35,0.0
2018-01-04 13:15:00,NSE:NIFTY,10474.3,10505.8,10471.4,10503.45,0.0
2018-01-04 15:15:00,NSE:NIFTY,10503.95,10513.0,10502.9,10505.35,0.0
2018-01-05 09:15:00,NSE:NIFTY,10530.45,10562.8,10522.3,10546.75,0.0
2018-01-05 11:15:00,NSE:NIFTY,10546.3,10547.05,10520.1,10536.3,0.0
2018-01-05 13:15:00,NSE:NIFTY,10536.4,10560.3,10532.1,10555.45,0.0
2018-01-05 15:15:00,NSE:NIFTY,10555.3,10566.1,10554.6,10561.35,0.0
2018-01-08 09:15:00,NSE:NIFTY,10593.25,10621.85,10588.55,10616.5,0.0
2018-01-08 11:15:00,NSE:NIFTY,10616.4,10623.2,10609.75,10612.65,0.0
2018-01-08 13:15:00,NSE:NIFTY,10612.5,10631.2,10597.9,10625.55,0.0
2018-01-08 15:15:00,NSE:NIFTY,10625.8,10627.8,10614.55,10617.85,0.0
2018-01-09 09:15:00,NSE:NIFTY,10645.8,10659.15,10607.9,10629.35,0.0
2018-01-09 11:15:00,NSE:NIFTY,10629.85,10636.65,10612.45,10622.2,0.0
2018-01-09 13:15:00,NSE:NIFTY,10622.55,10646.7,10603.6,10636.65,0.0
2018-01-09 15:15:00,NSE:NIFTY,10636.75,10638.55,10626.4,10628.3,0.0
2018-01-10 09:15:00,NSE:NIFTY,10653.7,10655.5,10614.25,10627.25,0.0
2018-01-10 11:15:00,NSE:NIFTY,10627.2,10628.0,10592.7,10613.4,0.0
2018-01-10 13:15:00,NSE:NIFTY,10614.05,10636.8,10606.05,10635.8,0.0
2018-01-10 15:15:00,NSE:NIFTY,10636.25,10638.85,10623.35,10625.4,0.0
2018-01-11 09:15:00,NSE:NIFTY,10641.25,10641.25,10612.35,10626.25,0.0
2018-01-11 11:15:00,NSE:NIFTY,10626.45,10664.6,10624.75,10656.4,0.0
2018-01-11 13:15:00,NSE:NIFTY,10656.15,10664.05,10631.05,10651.45,0.0
2018-01-11 15:15:00,NSE:NIFTY,10651.5,10657.15,10647.05,10650.4,0.0
2018-01-12 09:15:00,NSE:NIFTY,10685.6,10690.25,10669.85,10677.75,0.0
2018-01-12 11:15:00,NSE:NIFTY,10677.1,10682.05,10597.1,10630.05,0.0
2018-01-12 13:15:00,NSE:NIFTY,10629.85,10690.4,10625.05,10687.0,0.0
2018-01-12 15:15:00,NSE:NIFTY,10686.85,10688.75,10667.3,10667.3,0.0
2018-01-15 09:15:00,NSE:NIFTY,10733.4,10779.1,10713.8,10777.5,0.0
2018-01-15 11:15:00,NSE:NIFTY,10777.1,10782.65,10739.55,10745.2,0.0
2018-01-15 13:15:00,NSE:NIFTY,10745.35,10760.7,10740.2,10740.2,0.0
2018-01-15 15:15:00,NSE:NIFTY,10740.35,10742.7,10730.8,10732.85,0.0
2018-01-16 09:15:00,NSE:NIFTY,10761.8,10762.35,10705.2,10727.65,0.0
2018-01-16 11:15:00,NSE:NIFTY,10727.6,10747.85,10710.75,10712.85,0.0
2018-01-16 13:15:00,NSE:NIFTY,10712.65,10727.8,10687.85,10698.0,0.0
2018-01-16 15:15:00,NSE:NIFTY,10698.25,10713.8,10691.1,10711.15,0.0
2018-01-17 09:15:00,NSE:NIFTY,10701.65,10741.4,10666.75,10732.8,0.0
2018-01-17 11:15:00,NSE:NIFTY,10732.45,10753.55,10727.7,10747.95,0.0
2018-01-17 13:15:00,NSE:NIFTY,10747.8,10795.75,10742.25,10788.35,0.0
2018-01-17 15:15:00,NSE:NIFTY,10788.55,10803.0,10786.45,10794.3,0.0
2018-01-18 09:15:00,NSE:NIFTY,10880.35,10887.5,10850.2,10876.9,0.0
2018-01-18 11:15:00,NSE:NIFTY,10876.6,10883.35,10844.95,10876.7,0.0
2018-01-18 13:15:00,NSE:NIFTY,10877.5,10885.2,10782.4,10816.75,0.0
2018-01-18 15:15:00,NSE:NIFTY,10816.65,10827.3,10809.05,10822.1,0.0
2018-01-19 09:15:00,NSE:NIFTY,10835.95,10857.7,10793.9,10851.75,0.0
2018-01-19 11:15:00,NSE:NIFTY,10851.45,10853.55,10817.2,10827.35,0.0
2018-01-19 13:15:00,NSE:NIFTY,10827.65,10894.6,10818.0,10890.15,0.0
2018-01-19 15:15:00,NSE:NIFTY,10890.05,10906.85,10889.25,10900.05,0.0
2018-01-22 09:15:00,NSE:NIFTY,10904.55,10929.85,10881.4,10905.05,0.0
2018-01-22 11:15:00,NSE:NIFTY,10905.15,10926.45,10896.15,10917.0,0.0
2018-01-22 13:15:00,NSE:NIFTY,10916.75,10975.1,10905.3,10956.65,0.0
2018-01-22 15:15:00,NSE:NIFTY,10956.75,10973.1,10955.5,10958.75,0.0
2018-01-23 09:15:00,NSE:NIFTY,11000.0,11053.05,10994.55,11045.3,0.0
2018-01-23 11:15:00,NSE:NIFTY,11045.75,11087.7,11039.3,11066.4,0.0
2018-01-23 13:15:00,NSE:NIFTY,11066.6,11088.05,11046.7,11087.45,0.0
2018-01-23 15:15:00,NSE:NIFTY,11088.3,11092.9,11080.3,11083.55,0.0
2018-01-24 09:15:00,NSE:NIFTY,11060.25,11110.1,11046.15,11089.8,0.0
2018-01-24 11:15:00,NSE:NIFTY,11090.15,11095.1,11057.7,11090.75,0.0
2018-01-24 13:15:00,NSE:NIFTY,11090.7,11105.95,11070.25,11091.7,0.0
2018-01-24 15:15:00,NSE:NIFTY,11091.5,11092.4,11081.95,11084.65,0.0
2018-01-25 09:15:00,NSE:NIFTY,11085.45,11091.8,11057.65,11059.2,0.0
2018-01-25 11:15:00,NSE:NIFTY,11059.35,11068.85,11033.05,11033.4,0.0
2018-01-25 13:15:00,NSE:NIFTY,11032.85,11085.35,11009.2,11075.1,0.0
