datetime,symbol,open,high,low,close,volume
2020-01-01 09:15:00,NSE:INDIAVIX,11.6675,11.705,11.085,11.65,0.0
2020-01-01 10:15:00,NSE:INDIAVIX,11.6525,11.68,11.505,11.63,0.0
2020-01-01 11:15:00,NSE:INDIAVIX,11.625,11.72,11.5325,11.605,0.0
2020-01-01 12:15:00,NSE:INDIAVIX,11.6075,11.73,11.575,11.69,0.0
2020-01-01 13:15:00,NSE:INDIAVIX,11.6875,11.7175,11.5875,11.675,0.0
2020-01-01 14:15:00,NSE:INDIAVIX,11.6725,11.695,11.5725,11.6225,0.0
2020-01-01 15:15:00,NSE:INDIAVIX,11.62,11.6525,11.465,11.5425,0.0
2020-01-02 09:15:00,NSE:INDIAVIX,11.5975,11.7,10.73,11.55,0.0
2020-01-02 10:15:00,NSE:INDIAVIX,11.5475,11.5675,11.44,11.44,0.0
2020-01-02 11:15:00,NSE:INDIAVIX,11.4425,11.5725,11.39,11.4575,0.0
2020-01-02 12:15:00,NSE:INDIAVIX,11.455,11.5075,11.3925,11.485,0.0
2020-01-02 13:15:00,NSE:INDIAVIX,11.4875,11.52,11.405,11.465,0.0
2020-01-02 14:15:00,NSE:INDIAVIX,11.4675,11.5625,11.3725,11.4925,0.0
2020-01-02 15:15:00,NSE:INDIAVIX,11.49,11.5375,11.4725,11.5225,0.0
2020-01-03 09:15:00,NSE:INDIAVIX,11.49,12.515,10.685,12.16,0.0
2020-01-03 10:15:00,NSE:INDIAVIX,12.1625,12.4625,12.055,12.385,0.0
2020-01-03 11:15:00,NSE:INDIAVIX,12.3875,12.5,12.345,12.42,0.0
2020-01-03 12:15:00,NSE:INDIAVIX,12.4125,12.4775,12.31,12.3775,0.0
2020-01-03 13:15:00,NSE:INDIAVIX,12.3875,12.66,12.3775,12.6525,0.0
2020-01-03 14:15:00,NSE:INDIAVIX,12.6475,12.94,12.585,12.6575,0.0
2020-01-03 15:15:00,NSE:INDIAVIX,12.6475,12.7475,12.62,12.6625,0.0
2020-01-06 09:15:00,NSE:INDIAVIX,12.695,14.6925,12.695,14.4875,0.0
2020-01-06 10:15:00,NSE:INDIAVIX,14.4925,14.695,14.4125,14.655,0.0
2020-01-06 11:15:00,NSE:INDIAVIX,14.6625,15.0275,14.6025,14.9975,0.0
2020-01-06 12:15:00,NSE:INDIAVIX,15.01,15.095,14.815,14.9475,0.0
2020-01-06 13:15:00,NSE:INDIAVIX,14.95,15.0575,14.7625,14.8825,0.0
2020-01-06 14:15:00,NSE:INDIAVIX,14.88,14.9725,14.72,14.795,0.0
2020-01-06 15:15:00,NSE:INDIAVIX,14.79,14.8225,14.75,14.8025,0.0
2020-01-07 09:15:00,NSE:INDIAVIX,12.695,14.1575,12.695,14.0,0.0
2020-01-07 10:15:00,NSE:INDIAVIX,14.0025,14.575,13.9725,14.4575,0.0
2020-01-07 11:15:00,NSE:INDIAVIX,14.475,14.5775,14.26,14.42,0.0
